COMMUNE;nomcom;CODE_REG;dist;long;lat;superficie;LIBEPCI;libuu2020;DEP;REG;emp;actifs;PTOT
44001;Abbaretz;52;36,30908423;-1,493272972;47,55603837;62,04525278;CC de Nozay;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;300,9459949;990,9735568;2107
44002;Aigrefeuille-sur-Maine;52;20,39959887;-1,415564335;47,07192542;14,63272696;CA Clisson Sèvre et Maine Agglo;Aigrefeuille-sur-Maine;Loire-Atlantique;Pays de la Loire;1510,458098;1917,785163;4152
44003;Ancenis-Saint-Géréon;52;31,71904232;-1,189151998;47,3801611;28,0629166;CC du Pays d'Ancenis;Ancenis-Saint-Géréon;Loire-Atlantique;Pays de la Loire;12683,55334;4314,703233;11435
44005;Chaumes-en-Retz;52;29,73321663;-1,922684864;47,1493166;77,32689792;CA Pornic Agglo Pays de Retz;Chaumes-en-Retz;Loire-Atlantique;Pays de la Loire;1854,516006;3219,079333;7001
44006;Assérac;52;69,06300592;-2,412725682;47,43797714;33,87450591;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;207,2714793;770,832;1889
44007;Avessac;52;54,99567385;-1,970508713;47,63543619;76,31127109;CA Redon Agglomération;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;374,6455866;986,6046789;2513
44009;Basse-Goulaine;52;6,825487961;-1,462805193;47,21174735;14,17011891;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;3258,044288;3994,609116;9377
44010;Batz-sur-Mer;52;70,1338534;-2,474374584;47,28444845;13,0609916;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);Saint-Nazaire;Loire-Atlantique;Pays de la Loire;595,6356977;1054,9946;2896
44012;La Bernerie-en-Retz;52;40,02997175;-2,032267921;47,0856641;5,985634222;CA Pornic Agglo Pays de Retz;Pornic;Loire-Atlantique;Pays de la Loire;530,1859894;798,9973331;3093
44013;Besné;52;42,94245767;-2,074099576;47,380063;17,77435966;CA de la Région Nazairienne et de l'Estuaire (CARENE);Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;570,0279448;1606,948292;3224
44014;Le Bignon;52;14,88482864;-1,509422895;47,1004098;27,59146611;CC de Grand Lieu;Le Bignon;Loire-Atlantique;Pays de la Loire;1581,652951;1777,953648;3978
44015;Blain;52;30,5699464;-1,767894768;47,46282098;102,7520149;CC de la Région de Blain;Blain;Loire-Atlantique;Pays de la Loire;3552,595761;3955,838331;10128
44016;La Boissière-du-Doré;52;26,01144172;-1,203838151;47,23507593;9,533589971;CC Sèvre et Loire;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;253,9777194;537,4383302;1072
44018;Bouaye;52;13,26605723;-1,672543805;47,14733949;13,88798152;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;2024,095243;3608,824588;8147
44019;Bouée;52;28,67377035;-1,912669427;47,30490346;24,41663589;CC Estuaire et Sillon;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;80,76952405;432,8145048;1033
44020;Bouguenais;52;8,534822473;-1,617397685;47,17090594;31,1742638;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;12725,75904;8521,74305;20208
44021;Villeneuve-en-Retz;52;34,90377646;-1,907198807;47,03434916;74,41442199;CC Sud Retz Atlantique;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;895,8865207;2066,524926;5050
44022;Boussay;52;35,23069405;-1,163143636;47,05344461;26,57084297;CA Clisson Sèvre et Maine Agglo;Boussay;Loire-Atlantique;Pays de la Loire;576,0101607;1213,93503;2731
44023;Bouvron;52;32,26214189;-1,877391835;47,41716958;47,5662808;CC de la Région de Blain;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;1025,738828;1431,031821;3113
44024;Brains;52;15,06891886;-1,726064759;47,17015902;15,89020576;Nantes Métropole;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;293,0109436;1283,293531;2908
44025;Campbon;52;37,67093246;-1,967499354;47,416118;50,76983254;CC Estuaire et Sillon;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;1241,171788;1804,247171;4026
44026;Carquefou;52;9,654905528;-1,472771849;47,30171889;43,12399867;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;18473,11591;8453,858556;20831
44027;Casson;52;17,84391414;-1,555737027;47,39203058;15,8064606;CC d'Erdre et Gesvres;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;296,2577572;1146,001906;2449
44028;Le Cellier;52;18,47532499;-1,359507539;47,33748109;35,56979297;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;1443,682509;1730,693799;4080
44029;Divatte-sur-Loire;52;17,25521396;-1,331691583;47,28128471;35,36841048;CC Sèvre et Loire;Divatte-sur-Loire;Loire-Atlantique;Pays de la Loire;1765,097036;3331,264933;7097
44030;La Chapelle-des-Marais;52;57,30360573;-2,245651336;47,43713497;17,5252486;CA de la Région Nazairienne et de l'Estuaire (CARENE);La Chapelle-des-Marais;Loire-Atlantique;Pays de la Loire;554,5380938;1674,320107;4429
44031;La Chapelle-Glain;52;50,7163018;-1,19540279;47,62025588;34,23989951;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;234,3236473;311,562;806
44032;La Chapelle-Heulin;52;16,37460951;-1,349936402;47,17230225;13,64866868;CC Sèvre et Loire;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;932,9329496;1482,341284;3406
44033;La Chapelle-Launay;52;35,38004991;-1,981917748;47,35306744;24,76995938;CC Estuaire et Sillon;Savenay;Loire-Atlantique;Pays de la Loire;309,5587343;1275,595424;3190
44035;La Chapelle-sur-Erdre;52;8,053163188;-1,560785805;47,30356279;32,94317975;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;9456,82737;8715,455744;19957
44036;Châteaubriant;52;55,88042062;-1,386648099;47,72215818;33,65459475;CC Châteaubriant-Derval;Châteaubriant;Loire-Atlantique;Pays de la Loire;9006,296319;4066,245466;12528
44037;Château-Thébaud;52;15,32469322;-1,438448252;47,11580572;17,39642588;CA Clisson Sèvre et Maine Agglo;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;665,2718258;1378,401846;3339
44038;Chauvé;52;35,95735884;-2,012000911;47,1588662;39,92196771;CA Pornic Agglo Pays de Retz;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;554,4515871;1282,457844;2976
44039;Cheix-en-Retz;52;19,7102586;-1,79840975;47,18111719;7,668861438;CA Pornic Agglo Pays de Retz;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;165,1186198;513,8489383;1128
44041;La Chevrolière;52;16,25635392;-1,596195341;47,08911026;32,6557739;CC de Grand Lieu;La Chevrolière;Loire-Atlantique;Pays de la Loire;2777,912184;2725;5870
44043;Clisson;52;25,73894561;-1,270425486;47,09789689;11,3213975;CA Clisson Sèvre et Maine Agglo;Clisson;Loire-Atlantique;Pays de la Loire;4375,626582;3152,641397;7676
44044;Conquereuil;52;49,10271663;-1,762227874;47,6488519;32,83884496;CA Redon Agglomération;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;126,988705;453,6208487;1123
44045;Cordemais;52;22,86549365;-1,835710321;47,2968036;37,23865053;CC Estuaire et Sillon;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;1221,084222;1917,519285;3801
44046;Corsept;52;41,30076022;-2,093855203;47,2599623;23,81292853;CC du Sud-Estuaire;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;190,517133;1180;2695
44047;Couëron;52;13,66516532;-1,729289492;47,2309983;48,74546307;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;6041,428696;10083,99378;22584
44048;Couffé;52;25,99645797;-1,292718392;47,38856267;40,32153123;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;360,5104382;1317,733176;2599
44049;Le Croisic;52;73,84347337;-2,522778524;47,29227422;4,276523554;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);Saint-Nazaire;Loire-Atlantique;Pays de la Loire;1186,883623;1040;4174
44050;Crossac;52;49,49344072;-2,153366515;47,40446082;26,37594038;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;237,0167698;1213,165639;3009
44051;Derval;52;48,36337319;-1,677729507;47,65768008;63,39248344;CC Châteaubriant-Derval;Derval;Loire-Atlantique;Pays de la Loire;1507,048603;1408,727856;3933
44052;Donges;52;41,42256104;-2,074095735;47,33916889;49,03893504;CA de la Région Nazairienne et de l'Estuaire (CARENE);Saint-Nazaire;Loire-Atlantique;Pays de la Loire;3427,199161;3327,93679;8246
44053;Drefféac;52;46,62161952;-2,05892392;47,46852033;14,50337723;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;185,8070002;1021,551837;2307
44054;Erbray;52;51,53715358;-1,321858844;47,66909281;58,3553256;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;579,3476433;1300;3115
44055;La Baule-Escoublac;52;61,14367907;-2,353829024;47,29097196;26,56644752;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);Saint-Nazaire;Loire-Atlantique;Pays de la Loire;5772,499968;5041,404322;16797
44056;Fay-de-Bretagne;52;25,67244941;-1,795302544;47,39056991;64,67341398;CC d'Erdre et Gesvres;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;482,1936386;1716,571481;3738
44057;Fégréac;52;52,82295362;-2,024581758;47,58059098;44,32202352;CA Redon Agglomération;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;397,5799508;1036,948388;2410
44058;Fercé;52;64,34597966;-1,387611869;47,80004403;21,22353112;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;96,93631498;195,5396308;483
44061;Frossay;52;29,16301277;-1,934058146;47,24550712;60,89228782;CC du Sud-Estuaire;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;437,1299439;1285,822606;3273
44062;Le Gâvre;52;37,78811341;-1,794120237;47,52792035;53,86526209;CC de la Région de Blain;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;244,8999661;764,3437909;1862
44063;Gétigné;52;30,06230305;-1,217936159;47,0812242;23,72985085;CA Clisson Sèvre et Maine Agglo;Clisson;Loire-Atlantique;Pays de la Loire;1900,022826;1710,702962;3807
44064;Gorges;52;22,85653944;-1,3107371;47,10449139;16,05083747;CA Clisson Sèvre et Maine Agglo;Clisson;Loire-Atlantique;Pays de la Loire;967,0230993;2215,597353;5211
44065;Grand-Auverné;52;42,21471052;-1,311654675;47,57583798;34,90433062;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;99,90821101;294,6163849;790
44066;Grandchamps-des-Fontaines;52;15,26945741;-1,617544688;47,36067959;34,15645195;CC d'Erdre et Gesvres;Grandchamps-des-Fontaines;Loire-Atlantique;Pays de la Loire;1760,279591;3085,698517;6556
44067;Guémené-Penfao;52;48,91695397;-1,830775996;47,62788915;105,7475275;CA Redon Agglomération;Guémené-Penfao;Loire-Atlantique;Pays de la Loire;1488,176365;1937,623971;5315
44068;Guenrouet;52;43,0717545;-1,955797277;47,50343353;70,6579471;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;579,5689223;1403,943349;3429
44069;Guérande;52;66,46246183;-2,417036601;47,33133201;81,42062379;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);Saint-Nazaire;Loire-Atlantique;Pays de la Loire;8077,153601;6751,192646;16687
44070;La Haie-Fouassière;52;13,63711901;-1,400432735;47,16131776;11,8382891;CA Clisson Sèvre et Maine Agglo;La Haie-Fouassière;Loire-Atlantique;Pays de la Loire;1555,469793;2247,347373;4802
44071;Haute-Goulaine;52;11,13770039;-1,410491316;47,19601352;20,77795593;CA Clisson Sèvre et Maine Agglo;Nantes;Loire-Atlantique;Pays de la Loire;1781,858698;2568,219707;6050
44072;Herbignac;52;62,4356587;-2,313386253;47,44724089;72,28589134;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);Herbignac;Loire-Atlantique;Pays de la Loire;2464,460567;3003,186831;7173
44073;Héric;52;22,07413102;-1,637177255;47,42079355;74,45139112;CC d'Erdre et Gesvres;Héric;Loire-Atlantique;Pays de la Loire;1526,545319;3146,303534;6402
44074;Indre;52;10,0270671;-1,671781101;47,19850079;4,429979047;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;1243,172622;1778,922507;4085
44075;Issé;52;43,44874191;-1,456036729;47,61736012;38,72621674;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;559,1604381;765;1846
44076;Jans;52;43,84665135;-1,604414019;47,62412695;33,42990934;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;211,6081293;633,3677936;1412
44077;Joué-sur-Erdre;52;32,1405214;-1,429434874;47,50924365;54,92398235;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;453,5210382;1053,178247;2594
44078;Juigné-des-Moutiers;52;56,81511292;-1,212565347;47,68939564;25,16469042;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;157,2391546;127,2590361;335
44079;Le Landreau;52;19,05628738;-1,298443062;47,20776651;23,74680317;CC Sèvre et Loire;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;606,8336128;1464,189442;3379
44080;Lavau-sur-Loire;52;32,48933074;-1,958391811;47,3208653;19,13758055;CC Estuaire et Sillon;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;79,13667651;356,6006629;798
44081;Legé;52;36,90904745;-1,579171384;46,90037069;62,42800316;CC Sud Retz Atlantique;Legé;Loire-Atlantique;Pays de la Loire;1468,246983;1976,257762;4677
44082;Ligné;52;22,63192478;-1,381280143;47,40075999;45,58754413;CC du Pays d'Ancenis;Ligné;Loire-Atlantique;Pays de la Loire;1241,172621;2390,682916;5408
44083;La Limouzinière;52;28,08033334;-1,641659784;46,9872256;29,60216688;CC de Grand Lieu;Saint-Colomban;Loire-Atlantique;Pays de la Loire;815,09834;1072,688837;2497
44084;Le Loroux-Bottereau;52;16,35599238;-1,331701877;47,23339736;45,07546739;CC Sèvre et Loire;Saint-Julien-de-Concelles;Loire-Atlantique;Pays de la Loire;2478,125052;3940;8532
44085;Louisfert;52;49,70491879;-1,426013914;47,67092619;18,56900766;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;185,3619909;443,9378238;1026
44086;Lusanger;52;49,52250487;-1,581774723;47,67642682;35,98917971;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;244,6323832;470;1076
44087;Machecoul-Saint-Même;52;32,88271515;-1,818009451;46,99976046;85,7116437;CC Sud Retz Atlantique;Machecoul-Saint-Même;Loire-Atlantique;Pays de la Loire;4664,230573;2975;7817
44088;Maisdon-sur-Sèvre;52;17,59359854;-1,38887035;47,11636338;17,24684956;CA Clisson Sèvre et Maine Agglo;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;388,8393543;1485,837382;3050
44089;Malville;52;26,18685822;-1,854115456;47,34314029;31,4720289;CC Estuaire et Sillon;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;1997,62813;1761,723728;3586
44090;La Marne;52;29,66150145;-1,718643694;46,99138888;17,80334728;CC Sud Retz Atlantique;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;614,217296;767,6768546;1638
44091;Marsac-sur-Don;52;41,62870528;-1,696517804;47,59232692;27,48502397;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;322,0855211;752,7146558;1534
44092;Massérac;52;56,1865382;-1,904583426;47,67581007;18,28717975;CA Redon Agglomération;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;131,0544285;275,1647541;705
44094;Mauves-sur-Loire;52;14,45107552;-1,402773917;47,31613005;15,02367718;Nantes Métropole;Mauves-sur-Loire;Loire-Atlantique;Pays de la Loire;502,1142764;1648,75933;3309
44095;La Meilleraye-de-Bretagne;52;38,73431274;-1,394091212;47,56397188;28,51029744;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;220,4997021;721,3975159;1571
44096;Mésanger;52;32,73689061;-1,22583395;47,4288833;50,04089239;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;928,7561247;2145,022786;4829
44097;Mesquer;52;71,89455334;-2,47063245;47,39603494;16,67451657;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;361,1214246;571,8390805;2084
44098;Missillac;52;55,32302815;-2,177653761;47,48814812;59,81911372;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;Missillac;Loire-Atlantique;Pays de la Loire;1211,685723;2230,587421;5466
44099;Moisdon-la-Rivière;52;45,35627369;-1,37465768;47,62225012;50,89060062;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;399,9069291;821,7983063;2028
44100;Monnières;52;19,48258698;-1,349417569;47,12018736;9,817766433;CA Clisson Sèvre et Maine Agglo;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;259,4685005;1133,454231;2350
44101;La Montagne;52;11,5450186;-1,684828005;47,18495489;3,79422527;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;2932,627964;2727,432048;6430
44102;Montbert;52;19,1365175;-1,470184877;47,06794356;29,49179648;CC de Grand Lieu;Geneston;Loire-Atlantique;Pays de la Loire;475,3149614;1485;3246
44103;Montoir-de-Bretagne;52;46,26631843;-2,146600272;47,32308605;30,82359978;CA de la Région Nazairienne et de l'Estuaire (CARENE);Saint-Nazaire;Loire-Atlantique;Pays de la Loire;9890,323455;3033,980913;7259
44104;Montrelais;52;47,4324804;-0,971865379;47,40264114;13,74292913;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;71,68193382;420;851
44105;Mouais;52;53,35589794;-1,664737744;47,70497804;9,895708231;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;43,7207679;191,5890411;379
44106;Les Moutiers-en-Retz;52;38,38306736;-1,990018517;47,06162183;10,11365902;CA Pornic Agglo Pays de Retz;Pornic;Loire-Atlantique;Pays de la Loire;185,1962027;574,5756595;1786
44107;Mouzeil;52;28,17934687;-1,330994575;47,43786964;18,70372879;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;176,749676;892,1473788;1936
44108;Mouzillon;52;23,66340031;-1,273788722;47,12930068;16,30110416;CC Sèvre et Loire;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;655,889176;1444,493699;2919
44109;Nantes;52;0;-1,548310269;47,23163543;66,47802305;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;195402,1638;134389,1607;323975
44110;Nort-sur-Erdre;52;24,06789295;-1,518247866;47,44712237;67,86844729;CC d'Erdre et Gesvres;Nort-sur-Erdre;Loire-Atlantique;Pays de la Loire;2813,419424;3957,868063;9276
44111;Notre-Dame-des-Landes;52;20,37762942;-1,715982795;47,37535895;36,8724012;CC d'Erdre et Gesvres;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;241,2026987;1130,389063;2285
44112;Noyal-sur-Brutz;52;61,9383359;-1,343155174;47,77114277;7,734021141;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;91,16166552;320;602
44113;Nozay;52;38,15176175;-1,600976917;47,57288567;58,3628188;CC de Nozay;Nozay;Loire-Atlantique;Pays de la Loire;1916,520053;1849,994386;4284
44114;Orvault;52;7,358892515;-1,623238819;47,27398143;27,59614905;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;12398,96363;11175,26317;27908
44115;Oudon;52;25,02308416;-1,271202821;47,35540317;22,46663299;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;543,5320621;1671,890664;3938
44116;Paimbœuf;52;36,7144749;-2,028074058;47,2863991;1,476336395;CC du Sud-Estuaire;Paimbuf;Loire-Atlantique;Pays de la Loire;1107,282424;1062,324619;3134
44117;Le Pallet;52;18,16968632;-1,3454232;47,14394542;11,16023729;CC Sèvre et Loire;Le Pallet;Loire-Atlantique;Pays de la Loire;798,6440835;1579,78279;3308
44118;Pannecé;52;37,89124772;-1,216425951;47,48771798;29,68825322;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;213,9586392;620,1632363;1433
44119;Paulx;52;35,0815888;-1,778440692;46,95778763;36,09550174;CC Sud Retz Atlantique;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;304,5102541;920,2443922;2012
44120;Le Pellerin;52;20,91679001;-1,825012749;47,22290161;31,02542834;Nantes Métropole;Le Pellerin;Loire-Atlantique;Pays de la Loire;969,471953;2158,954044;5408
44121;Petit-Auverné;52;46,87438946;-1,27773587;47,61136091;23,04906219;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;103,3059204;215,5180723;430
44122;Petit-Mars;52;20,49685402;-1,456552102;47,40515508;25,56695983;CC d'Erdre et Gesvres;Petit-Mars;Loire-Atlantique;Pays de la Loire;513,2049969;1863,798524;3808
44123;Pierric;52;53,64321721;-1,774862095;47,68909902;27,49589322;CA Redon Agglomération;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;140,8512384;447,8144277;1007
44124;Le Pin;52;50,18408257;-1,147021602;47,59211019;25,1954297;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;139,5142722;309,6289978;765
44125;Piriac-sur-Mer;52;74,87905828;-2,517834881;47,37743232;12,0582223;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);La Turballe;Loire-Atlantique;Pays de la Loire;545,0647755;693,8609784;2270
44126;La Plaine-sur-Mer;52;48,95611565;-2,183241873;47,14416171;16,54597039;CA Pornic Agglo Pays de Retz;Saint-Nazaire;Loire-Atlantique;Pays de la Loire;770,3999396;1520;4465
44127;La Planche;52;24,92675284;-1,440131119;47,01989173;24,49000515;CA Clisson Sèvre et Maine Agglo;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;568,4150689;1230;2771
44128;Plessé;52;44,29825045;-1,890501352;47,55574844;105,0848064;CA Redon Agglomération;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;906,5658735;2234,359868;5371
44129;Pontchâteau;52;46,95005456;-2,095312129;47,4337341;55,89048611;CC du Pays de Pontchâteau Saint-Gildas-des-Bois;Pontchâteau;Loire-Atlantique;Pays de la Loire;4607,508879;4720,360889;11161
44130;Pont-Saint-Martin;52;11,7571097;-1,565942075;47,12658259;21,76713468;CC de Grand Lieu;Nantes;Loire-Atlantique;Pays de la Loire;1547,936644;2925;6557
44131;Pornic;52;39,96530984;-2,052041269;47,12236324;95,34851851;CA Pornic Agglo Pays de Retz;Pornic;Loire-Atlantique;Pays de la Loire;6603,201183;5440,725478;16297
44132;Pornichet;52;57,90475007;-2,314156699;47,26157919;12,85935628;CA de la Région Nazairienne et de l'Estuaire (CARENE);Saint-Nazaire;Loire-Atlantique;Pays de la Loire;2817,975764;3921,546149;11440
44133;Port-Saint-Père;52;19,46430817;-1,768377417;47,14068112;33,09995684;CA Pornic Agglo Pays de Retz;Port-Saint-Père;Loire-Atlantique;Pays de la Loire;487,3554426;1430,916805;2972
44134;Pouillé-les-Côteaux;52;38,49230926;-1,174617036;47,46770972;12,25743332;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;94,04541197;467,2311504;1093
44135;Le Pouliguen;52;66,85355526;-2,432102844;47,27162085;4,121676038;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);Saint-Nazaire;Loire-Atlantique;Pays de la Loire;1265,485724;1086,241317;4108
44136;Préfailles;52;51,52238736;-2,213915105;47,13146664;5,092744898;CA Pornic Agglo Pays de Retz;Saint-Nazaire;Loire-Atlantique;Pays de la Loire;214,700417;311,2821072;1264
44137;Prinquiau;52;38,80331746;-2,018463063;47,37351585;22,70177983;CC Estuaire et Sillon;Prinquiau;Loire-Atlantique;Pays de la Loire;616,9636961;1605;3541
44138;Puceul;52;32,3876756;-1,619664148;47,51886879;19,67919559;CC de Nozay;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;451,3472955;514,2694161;1176
44139;Quilly;52;39,11139571;-1,940839091;47,46181785;17,42859385;CC Estuaire et Sillon;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;148,3778382;643,6962647;1396
44140;La Regrippière;52;27,22494862;-1,194458772;47,18513254;17,57834072;CC Sèvre et Loire;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;264,081309;825;1550
44141;La Remaudière;52;23,91541184;-1,231676979;47,22652124;13,14908165;CC Sèvre et Loire;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;183,892049;613,5697674;1303
44142;Remouillé;52;24,6767612;-1,387489894;47,03855162;22,40956467;CA Clisson Sèvre et Maine Agglo;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;315,0413643;957,6015553;1992
44143;Rezé;52;6,161243571;-1,549663966;47,17623367;15,36822702;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;15089,61118;18470,00492;43710
44144;Riaillé;52;36,76354931;-1,31205708;47,52097261;50,39393001;CC du Pays d'Ancenis;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;569,5232065;964,6550403;2416
44145;Rouans;52;23,10499264;-1,84313514;47,17635919;38,29570387;CA Pornic Agglo Pays de Retz;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;545,9239946;1445,468983;3107
44146;Rougé;52;60,52880529;-1,434098143;47,77048801;57,36690447;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;256,1788601;859,3205303;2227
44148;Ruffigné;52;59,28286053;-1,521215973;47,76446467;34,03396573;CC Châteaubriant-Derval;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;94,18594578;265;709
44149;Saffré;52;28,98202871;-1,579409115;47,49142442;58,81771928;CC de Nozay;Commune hors unité urbaine du département 44;Loire-Atlantique;Pays de la Loire;594,2909369;1823,915689;4001
44150;Saint-Aignan-Grandlieu;52;12,33044195;-1,623171644;47,1331072;17,94035989;Nantes Métropole;Nantes;Loire-Atlantique;Pays de la Loire;4197,064621;1827,203098;4014
44151;Saint-André-des-Eaux;52;58,56110453;-2,312690657;47,3234375;25,07098943;CA de la Région Nazairienne et de l'Estuaire (CARENE);Saint-Nazaire;Loire-Atlantique;Pays de la Loire;1296,989783;2907,938749;6923
