COMMUNE;nomcom;CODE_REG;dist;long;lat;superficie;LIBEPCI;libuu2020;DEP;REG;emp;actifs;PTOT
49125;Doué-en-Anjou;52;93,79531861;-0,307908053;47,19189043;150,1498439;CA Saumur Val de Loire;Doué-en-Anjou;Maine-et-Loire;Pays de la Loire;4503,216723;4429,243664;11376
49127;Durtal;52;109,201341;-0,254608169;47,67805151;61,80843358;CC Anjou Loir et Sarthe;Durtal;Maine-et-Loire;Pays de la Loire;1715,040351;1326,605778;3433
49129;Écouflant;52;84,2828504;-0,518454658;47,52869389;17,5787972;CU Angers Loire Métropole;Angers;Maine-et-Loire;Pays de la Loire;3127,920052;1770;4452
49130;Écuillé;52;85,65952112;-0,560818883;47,61515291;12,10211875;CU Angers Loire Métropole;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;92,70973562;281,5794385;674
49131;Épieds;52;114,6018654;-0,038575712;47,1348368;28,06200799;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;75,18244667;342,375;741
49132;Étriché;52;95,18830515;-0,45223437;47,65985234;19,74674745;CC Anjou Loir et Sarthe;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;248,8078702;745;1564
49135;Feneu;52;81,35793636;-0,600831544;47,58402008;25,84111141;CU Angers Loire Métropole;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;332,6458684;970;2230
49138;Les Bois d'Anjou;52;107,2088422;-0,167317512;47,46425861;60,73431752;CC Baugeois Vallée;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;403,9146126;1175,764289;2659
49140;Fontevraud-l'Abbaye;52;119,6259665;0,033821968;47,18440579;15,23213468;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;1359,230811;735;1553
49155;Grez-Neuville;52;75,81027063;-0,695965225;47,59515808;27,96524756;CC des Vallées du Haut-Anjou;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;265,2472516;710;1472
49160;Ingrandes-Le Fresne sur Loire;52;50,61403969;-0,930675216;47,41021968;12,1045634;CC du Pays d'Ancenis;Ingrandes-Le Fresne sur Loire;Maine-et-Loire;Pays de la Loire;673,7948778;1106,083719;2723
49161;La Jaille-Yvon;52;84,94066787;-0,687550502;47,72671712;12,89670264;CC des Vallées du Haut-Anjou;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;119,4748235;152,5146199;340
49163;Jarzé Villages;52;103,6435661;-0,256547427;47,55428263;60,43160677;CC Anjou Loir et Sarthe;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;531,0131352;1156,804967;2780
49167;Les Garennes sur Loire;52;83,09207221;-0,471887728;47,39218113;25,48928075;CC Loire Layon Aubance;Angers;Maine-et-Loire;Pays de la Loire;948,4353496;1959,579881;4678
49170;Juvardeil;52;91,14698468;-0,514251209;47,65927631;19,18529488;CC des Vallées du Haut-Anjou;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;130,4590223;359,3189268;819
49171;La Lande-Chasles;52;114,4442375;-0,067619999;47,46142321;5,0212894;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;;50,40983607;123
49174;Huillé-Lézigné;52;104,4623138;-0,302861972;47,64756246;21,40592842;CC Anjou Loir et Sarthe;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;387,3953737;599,6465173;1336
49176;Le Lion-d'Angers;52;74,6650566;-0,755262656;47,63550471;48,34910431;CC des Vallées du Haut-Anjou;Le Lion-d'Angers;Maine-et-Loire;Pays de la Loire;2209,322555;2326,265099;5099
49178;Loiré;52;62,0877513;-0,964687051;47,62646966;34,02499509;CC Anjou Bleu Communauté;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;153,0598739;389,6258503;897
49180;Longué-Jumelles;52;110,1828401;-0,107579259;47,3984725;96,57546139;CA Saumur Val de Loire;Longué-Jumelles;Maine-et-Loire;Pays de la Loire;3347,341561;2568,247761;6952
49182;Louresse-Rochemenier;52;93,71554781;-0,307090928;47,24176957;25,4514809;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;309,868645;413,9524998;896
49183;Val d'Erdre-Auxence;52;56,03380538;-0,931280597;47,51328415;130,202797;CC des Vallées du Haut-Anjou;Val d'Erdre-Auxence;Maine-et-Loire;Pays de la Loire;952,3787338;2144,549839;4987
49188;Marcé;52;101,6962489;-0,300211799;47,58229725;21,30682766;CC Anjou Loir et Sarthe;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;161,9310087;365;852
49192;Maulévrier;52;63,60238398;-0,768134248;47,01857647;33,14340061;CA du Choletais;Maulévrier;Maine-et-Loire;Pays de la Loire;1787,980712;1444,277343;3281
49193;Le May-sur-Èvre;52;52,04510398;-0,87521235;47,13272484;32,05746673;CA du Choletais;Le May-sur-Èvre;Maine-et-Loire;Pays de la Loire;1060,241601;1708,485281;3910
49194;Mazé-Milon;52;99,26332257;-0,278220194;47,46925931;42,30191383;CC Baugeois Vallée;Loire-Authion;Maine-et-Loire;Pays de la Loire;974,5507343;2456,361424;6030
49195;Mazières-en-Mauges;52;60,05023125;-0,795548046;47,05980159;9,150361045;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;355,6092451;580;1285
49200;Longuenée-en-Anjou;52;75,06487506;-0,66745778;47,5480352;55,24204247;CU Angers Loire Métropole;Longuenée-en-Anjou;Maine-et-Loire;Pays de la Loire;1797,31775;2935;6477
49201;La Ménitré;52;99,2965223;-0,256671057;47,40700501;18,22425889;CC Baugeois Vallée;La Ménitré;Maine-et-Loire;Pays de la Loire;794,3907261;840;2084
49205;Miré;52;98,68886104;-0,494999969;47,76200284;17,98403976;CC des Vallées du Haut-Anjou;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;301,5296306;339,7989029;984
49209;Montigné-lès-Rairies;52;109,5119235;-0,214038596;47,62561943;8,791956785;CC Anjou Loir et Sarthe;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;25,04844388;170;443
49211;Montilliers;52;78,1013816;-0,516413147;47,18731835;26,31596238;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;718,166421;588,1672965;1245
49214;Montreuil-Juigné;52;78,14153499;-0,616472406;47,54118572;14,11222107;CU Angers Loire Métropole;Montreuil-Juigné;Maine-et-Loire;Pays de la Loire;1904,463458;3115;7782
49215;Montreuil-Bellay;52;108,1559048;-0,125278888;47,12875472;49,34776102;CA Saumur Val de Loire;Montreuil-Bellay;Maine-et-Loire;Pays de la Loire;2010,982984;1375;3976
49216;Montreuil-sur-Loir;52;95,89012476;-0,391603794;47,5935381;11,8945638;CC Anjou Loir et Sarthe;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;47,71879333;269,2286502;596
49217;Montreuil-sur-Maine;52;78,9493592;-0,711407702;47,66033531;11,92176953;CC des Vallées du Haut-Anjou;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;114,2970518;372,800666;785
49218;Montrevault-sur-Èvre;52;38,28065344;-1,042718887;47,2583564;199,8178236;CA Mauges Communauté;Montrevault-sur-Èvre;Maine-et-Loire;Pays de la Loire;5676,716954;6914,109233;15985
49219;Montsoreau;52;120,8635695;0,051949433;47,2135012;5,195373619;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;156,8889496;170,8510638;437
49220;Morannes sur Sarthe-Daumeray;52;102,1782825;-0,386614418;47,70888732;88,08498187;CC Anjou Loir et Sarthe;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;1467,681233;1530,619525;3722
49221;Mouliherne;52;120,1954927;0,01308878;47,45312789;41,01653905;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;153,7105393;259,6646341;843
49222;Mozé-sur-Louet;52;75,19886668;-0,568968782;47,35886129;25,80588883;CC Loire Layon Aubance;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;717,9761467;931,4866864;2058
49223;Mûrs-Erigné;52;77,16796386;-0,55355112;47,39523811;17,40833692;CU Angers Loire Métropole;Angers;Maine-et-Loire;Pays de la Loire;1477,569375;2392,002841;5761
49224;Neuillé;52;115,9827207;-0,018452704;47,33638985;13,94110998;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;362,51855;432,5940997;1001
49228;Noyant-Villages;52;128,6344334;0,104571433;47,52417193;301,1958872;CC Baugeois Vallée;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;1780,055797;1963,912346;5713
49231;Nuaillé;52;60,49270033;-0,777309853;47,08630092;13,73828637;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;488,1768566;632,1850822;1491
49235;Parnay;52;117,2252373;0,004021095;47,22095725;6,661253989;CA Saumur Val de Loire;Saumur;Maine-et-Loire;Pays de la Loire;121,1702344;196,8111741;439
49236;Passavant-sur-Layon;52;89,25779349;-0,383422278;47,10073272;4,632814355;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;20,07716899;24,6031746;130
49237;La Pellerine;52;129,0599144;0,131469833;47,45910321;5,283273795;CC Baugeois Vallée;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;24,8091333;38,84892086;134
49240;La Plaine;52;71,88832012;-0,628868891;47,06739064;22,01223106;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;222,5301096;460;1028
49241;Le Plessis-Grammoire;52;88,63293366;-0,436284802;47,49239479;9,427718304;CU Angers Loire Métropole;Loire-Authion;Maine-et-Loire;Pays de la Loire;466,6157988;1178,536423;2612
49244;Mauges-sur-Loire;52;48,34713333;-0,92793487;47,3409851;195,052968;CA Mauges Communauté;Mauges-sur-Loire;Maine-et-Loire;Pays de la Loire;5953,528181;7606,738076;18399
49246;Les Ponts-de-Cé;52;81,01812353;-0,512752182;47,42720509;19,6301032;CU Angers Loire Métropole;Angers;Maine-et-Loire;Pays de la Loire;4322,24527;4853,396665;13360
49247;La Possonnière;52;65,45712669;-0,708738555;47,38144068;18,56463177;CC Loire Layon Aubance;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;379,188088;1090;2489
49248;Ombrée d'Anjou;52;63,93036884;-1,10704394;47,72317293;203,9882949;CC Anjou Bleu Communauté;Ombrée d'Anjou;Maine-et-Loire;Pays de la Loire;2948,032534;3504,324103;9221
49253;Le Puy-Notre-Dame;52;100,576905;-0,229006187;47,11406986;15,86231751;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;361,3481044;458,0726424;1207
49257;Les Rairies;52;110,4899049;-0,216889829;47,65176413;8,526780267;CC Anjou Loir et Sarthe;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;201,2305164;460,9636104;1044
49259;Rochefort-sur-Loire;52;68,99982566;-0,650473492;47,35083639;28,77576506;CC Loire Layon Aubance;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;355,4821957;1038,902403;2382
49260;La Romagne;52;45,26572924;-1,009632505;47,05422448;16,10127394;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;595,1494162;918,4907695;2033
49261;Gennes-Val-de-Loire;52;99,30691553;-0,240238531;47,33252933;146,157889;CA Saumur Val de Loire;Gennes-Val-de-Loire;Maine-et-Loire;Pays de la Loire;1772,29254;3223,057961;8739
49262;Rou-Marson;52;105,454671;-0,151599788;47,24457677;12,56031466;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;24,91731999;275,589791;661
49266;Saint-Augustin-des-Bois;52;61,5605909;-0,80039889;47,45450524;27,51110416;CC des Vallées du Haut-Anjou;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;235,8835147;585;1256
49267;Saint-Barthélemy-d'Anjou;52;84,4689462;-0,48552589;47,47381148;14,86640544;CU Angers Loire Métropole;Angers;Maine-et-Loire;Pays de la Loire;8047,324877;3593,393649;9438
49269;Saint-Christophe-du-Bois;52;49,48120906;-0,965837725;47,02917916;21,34292346;CA du Choletais;Saint-Christophe-du-Bois;Maine-et-Loire;Pays de la Loire;851,6012011;1229,482838;2854
49271;Saint-Clément-de-la-Place;52;69,52103399;-0,734045987;47,52640341;32,71539131;CU Angers Loire Métropole;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;326,7828661;1020;2126
49272;Saint-Clément-des-Levées;52;103,7737253;-0,182503391;47,34430582;10,45723938;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;232,6848612;480,359891;1106
49278;Sainte-Gemmes-sur-Loire;52;76,48212281;-0,575792582;47,42817209;14,50080181;CU Angers Loire Métropole;Angers;Maine-et-Loire;Pays de la Loire;2189,270758;1350;3710
49283;Saint-Georges-sur-Loire;52;62,6692188;-0,756077719;47,40246767;34,74807628;CC Loire Layon Aubance;Saint-Georges-sur-Loire;Maine-et-Loire;Pays de la Loire;1360,27042;1540;3704
49284;Saint-Germain-des-Prés;52;58,954849;-0,812031954;47,41049871;19,44924111;CC Loire Layon Aubance;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;253,7598887;710;1429
49288;Saint-Jean-de-la-Croix;52;75,05301398;-0,588351992;47,41086104;1,948275464;CC Loire Layon Aubance;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;20,04868735;115;232
49291;Saint-Just-sur-Dive;52;109,6487269;-0,099534353;47,1722924;7,418802335;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;70,84319498;183,3510638;381
49292;Val-du-Layon;52;67,66996169;-0,6590483;47,31090592;29,68888008;CC Loire Layon Aubance;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;653,8286361;1632,554407;3459
49294;Saint-Lambert-la-Potherie;52;70,522587;-0,690818539;47,48627234;14,55053236;CU Angers Loire Métropole;Saint-Lambert-la-Potherie;Maine-et-Loire;Pays de la Loire;424,170411;1210,688737;2954
49298;Saint-Léger-de-Linières;52;68,22012034;-0,708560585;47,46112683;24,14923714;CU Angers Loire Métropole;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;1111,897717;1659,568485;3757
49299;Saint-Léger-sous-Cholet;52;50,77322194;-0,90419353;47,10228549;9,793146782;CA du Choletais;Saint-Léger-sous-Cholet;Maine-et-Loire;Pays de la Loire;621,1674844;1306,345526;3088
49301;Sèvremoine;52;37,6798846;-1,091080188;47,09677124;214,6463216;CA Mauges Communauté;Sèvremoine;Maine-et-Loire;Pays de la Loire;8402,977282;11901,02462;25715
49302;Saint-Macaire-du-Bois;52;96,0472632;-0,289626819;47,11333927;13,40435613;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;131,0380734;168,4497307;456
49306;Saint-Martin-du-Fouilloux;52;67,26520386;-0,708731904;47,43702893;14,56218458;CU Angers Loire Métropole;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;314,5251813;704,1170572;1697
49307;Loire-Authion;52;92,20268512;-0,371795951;47,45989055;114,5501442;CU Angers Loire Métropole;Loire-Authion;Maine-et-Loire;Pays de la Loire;3206,313677;6856,48317;16477
49308;Saint-Melaine-sur-Aubance;52;80,64129867;-0,50194282;47,38180016;4,818809343;CC Loire Layon Aubance;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;308,7460077;935;2181
49310;Saint-Paul-du-Bois;52;77,71901085;-0,541920063;47,08925023;27,08986197;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;97,00798682;266,40599;616
49311;Saint-Philbert-du-Peuple;52;114,8139501;-0,043601756;47,39084587;16,43140621;CA Saumur Val de Loire;Longué-Jumelles;Maine-et-Loire;Pays de la Loire;120,0258278;605;1351
49321;Saint-Sigismond;52;51,74914921;-0,942796108;47,45125748;13,00023323;CC des Vallées du Haut-Anjou;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;45,05114359;191,1618238;395
49323;Verrières-en-Anjou;52;86,91424186;-0,472523822;47,51482434;25,1362865;CU Angers Loire Métropole;Angers;Maine-et-Loire;Pays de la Loire;5055,98714;3421,643284;7817
49326;Sarrigné;52;92,58506431;-0,385798765;47,50247403;3,22395189;CU Angers Loire Métropole;Loire-Authion;Maine-et-Loire;Pays de la Loire;25,39805926;395;831
49328;Saumur;52;110,6677373;-0,083042854;47,26728997;67,46833483;CA Saumur Val de Loire;Saumur;Maine-et-Loire;Pays de la Loire;14312,20298;9120,759964;27449
49329;Savennières;52;69,19062134;-0,667177646;47,40594797;21,90126787;CU Angers Loire Métropole;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;200,9130305;594,5357246;1386
49330;Sceaux-d'Anjou;52;83,42450849;-0,609695968;47,63130792;17,65782787;CC des Vallées du Haut-Anjou;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;96,68131855;550,5706985;1198
49331;Segré-en-Anjou Bleu;52;73,81205161;-0,861692943;47,70620447;243,6614961;CC Anjou Bleu Communauté;Segré-en-Anjou Bleu;Maine-et-Loire;Pays de la Loire;8175,733184;7089,079112;18295
49332;La Séguinière;52;47,71837915;-0,957722021;47,08037709;31,32816945;CA du Choletais;La Séguinière;Maine-et-Loire;Pays de la Loire;2101,36447;1850,931879;4304
49333;Seiches-sur-le-Loir;52;98,60019888;-0,358897263;47,60391702;28,79191455;CC Anjou Loir et Sarthe;Seiches-sur-le-Loir;Maine-et-Loire;Pays de la Loire;1682,305537;1238,470588;2972
49334;Sermaise;52;105,4154;-0,215904244;47,52265888;7,59033036;CC Anjou Loir et Sarthe;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;33,10856223;139,1489362;337
49336;Somloire;52;75,29906157;-0,595627189;47,03531238;32,14961579;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;241,4552645;345;899
49338;Soulaines-sur-Aubance;52;78,86253686;-0,519604291;47,3590849;12,88007667;CU Angers Loire Métropole;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;92,74159165;634,5051392;1456
49339;Soulaire-et-Bourg;52;84,99355335;-0,542933508;47,57987002;18,41741932;CU Angers Loire Métropole;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;100,7722202;711,4285714;1531
49341;Souzay-Champigny;52;115,3640617;-0,020754373;47,21706326;9,258111703;CA Saumur Val de Loire;Saumur;Maine-et-Loire;Pays de la Loire;93,87603315;349,0568049;771
49343;La Tessoualle;52;59,26332884;-0,837288567;47,00809687;21,21982588;CA du Choletais;La Tessoualle;Maine-et-Loire;Pays de la Loire;622,0098397;1393,695986;3262
49344;Thorigné-d'Anjou;52;80,25779862;-0,663556567;47,63509736;16,67739498;CC des Vallées du Haut-Anjou;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;146,006091;585;1260
49345;Bellevigne-en-Layon;52;76,56970699;-0,535526852;47,27150271;95,27803145;CC Loire Layon Aubance;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;1684,785442;2529,762895;5866
49347;Tiercé;52;93,89655887;-0,443442879;47,6245597;34,52540842;CC Anjou Loir et Sarthe;Tiercé;Maine-et-Loire;Pays de la Loire;1335,102125;1819,608286;4505
49352;Toutlemonde;52;62,79933682;-0,758445727;47,05741432;12,98651147;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;165,1101257;655,9270517;1355
49353;Trélazé;52;84,58196039;-0,473578888;47,45128731;12,27067721;CU Angers Loire Métropole;Angers;Maine-et-Loire;Pays de la Loire;4935,399145;5993,642077;15129
49355;Trémentines;52;57,73251508;-0,801475203;47,12271069;34,74339555;CA du Choletais;Trémentines;Maine-et-Loire;Pays de la Loire;707,3651587;1274,49875;3141
49358;Turquant;52;118,5996719;0,021879219;47,2114116;7,887438844;CA Saumur Val de Loire;Saumur;Maine-et-Loire;Pays de la Loire;118,8030904;215;585
49359;Les Ulmes;52;103,148597;-0,182342736;47,22342252;8,584200067;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;102,7444653;244,6209727;592
49361;Varennes-sur-Loire;52;120,0439762;0,041654503;47,24786165;23,77583323;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;277,5679449;608,5098635;1866
49362;Varrains;52;111,9082698;-0,066229733;47,22776298;3,232240248;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;206,2313129;549,5136709;1268
49364;Vaudelnay;52;101,4174864;-0,212881746;47,14111962;25,65278737;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;197,9936893;525,056296;1153
49367;Erdre-en-Anjou;52;67,51732402;-0,815570567;47,58201838;92,65528907;CC des Vallées du Haut-Anjou;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;1038,253198;2611,527458;5823
49368;Vernantes;52;120,2457599;0,028577833;47,39424566;41,74440622;CA Saumur Val de Loire;Vernantes;Maine-et-Loire;Pays de la Loire;741,8976414;728,8018408;2032
49369;Vernoil-le-Fourrier;52;125,4040621;0,097373894;47,39615898;33,62847751;CA Saumur Val de Loire;Vernantes;Maine-et-Loire;Pays de la Loire;252,1216231;435;1291
49370;Verrie;52;102,8632586;-0,186572068;47,26852438;16,94458144;CA Saumur Val de Loire;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;38,62868789;240,5929488;487
49371;Vezins;52;63,84364493;-0,721206789;47,11528047;18,01716513;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;329,8779667;851,1956794;1756
49373;Lys-Haut-Layon;52;82,02687609;-0,471434831;47,13918018;172,168807;CA du Choletais;Lys-Haut-Layon;Maine-et-Loire;Pays de la Loire;2551,273505;3369,765706;7966
49374;Villebernier;52;115,3485642;-0,02082778;47,26241257;9,763544589;CA Saumur Val de Loire;Saumur;Maine-et-Loire;Pays de la Loire;176,007369;570,8811219;1469
49377;Rives-du-Loir-en-Anjou;52;91,25720017;-0,438480413;47,56203383;48,22537124;CU Angers Loire Métropole;Rives-du-Loir-en-Anjou;Maine-et-Loire;Pays de la Loire;1109,868537;2395,715283;5745
49378;Vivy;52;112,2108828;-0,066960725;47,32282066;23,38767169;CA Saumur Val de Loire;Allonnes;Maine-et-Loire;Pays de la Loire;675,204999;1054,081636;2572
49381;Yzernay;52;68,03651539;-0,696855393;47,03449684;40,81323324;CA du Choletais;Commune hors unité urbaine du département 49;Maine-et-Loire;Pays de la Loire;468,0996785;811,2162162;1843
53001;Ahuillé;52;101,6377522;-0,872847959;48,02427467;30,80128403;CA de Laval Agglomération;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;152,6963664;853,2727766;1890
53002;Alexain;52;126,7595106;-0,735727453;48,23207126;16,4055471;CC Mayenne Communauté;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;121,3713421;256,94795;615
53003;Ambrières-les-Vallées;52;149,3313742;-0,624159883;48,42271999;38,40591929;CC du Bocage Mayennais;Ambrières-les-Vallées;Mayenne;Pays de la Loire;1173,310774;1071,744325;2708
53005;Andouillé;52;119,3740992;-0,792692825;48,177143;36,94761229;CC de l'Ernée;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;724,8458844;1055,44151;2369
53007;Argentré;52;117,6075427;-0,632122785;48,09066632;36,89688171;CA de Laval Agglomération;Argentré;Mayenne;Pays de la Loire;401,6537946;1253,613528;2900
53008;Aron;52;140,6389235;-0,549694947;48,30366925;33,32857878;CC Mayenne Communauté;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;328,7604583;824,5567577;1869
53009;Arquenay;52;110,5361936;-0,588034249;47,98601197;24,90053128;CC du Pays de Meslay-Grez;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;156,1617836;300,2835821;673
53010;Assé-le-Bérenger;52;137,955706;-0,318586871;48,15587357;11,34271232;CC des Coëvrons;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;62,47871095;221,4236501;473
53011;Astillé;52;96,75671196;-0,846375892;47,96179108;21,18528771;CC du Pays de Craon;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;140,0997274;469,9427314;898
53012;Athée;52;85,65071088;-0,936582352;47,88194663;16,9271239;CC du Pays de Craon;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;111,7487852;255,5376344;502
53013;Averton;52;159,9256129;-0,210547476;48,35457322;40,31873234;CC du Mont des Avaloirs;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;124,7444687;265,070922;580
53015;La Baconnière;52;115,5676063;-0,900384647;48,1750816;27,92928959;CC de l'Ernée;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;201,3000307;884,528754;1967
53016;Bais;52;144,3436288;-0,357281854;48,25325686;26,69006696;CC des Coëvrons;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;573,6963525;436,8474591;1238
53017;Val-du-Maine;52;117,1019654;-0,391237824;47,93876548;23,63397292;CC du Pays de Meslay-Grez;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;489,641845;384,3543949;983
53018;Ballots;52;83,3052213;-1,058802644;47,90409021;35,95624694;CC du Pays de Craon;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;374,6549543;550;1330
53019;Bannes;52;122,7516435;-0,351286034;47,98491282;8,643783641;CC du Pays de Meslay-Grez;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;15,09259259;60;121
53021;La Bazoge-Montpinçon;52;136,2572117;-0,583893523;48,2714378;8,421690597;CC Mayenne Communauté;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;121,4373355;467,1374499;1075
53022;La Bazouge-de-Chemeré;52;116,4409664;-0,504663209;48,00736325;25,29483715;CC du Pays de Meslay-Grez;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;49,93934633;245,4465741;526
53023;La Bazouge-des-Alleux;52;127,6386885;-0,601360017;48,18644427;18,36361603;CC des Coëvrons;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;30,08403531;278,6391502;567
53025;Bazougers;52;113,6920697;-0,593302199;48,02613071;31,51487525;CC du Pays de Meslay-Grez;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;337,7793491;527,5868639;1108
53026;Beaulieu-sur-Oudon;52;94,42109433;-0,988209891;47,99222066;20,59562062;CA de Laval Agglomération;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;60,44726941;271,0294731;538
53027;Beaumont-Pied-de-Bœuf;52;112,1039644;-0,440802048;47,90847707;13,70152556;CC du Pays de Meslay-Grez;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;39,95187243;87,57247233;206
53028;Belgeard;52;135,3741716;-0,5601352;48,2517594;12,98160109;CC Mayenne Communauté;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;47,98003462;316,344464;597
53029;Bierné-les-Villages;52;97,37661041;-0,549917839;47,79034688;47,33354923;CC du Pays de Château-Gontier;Commune hors unité urbaine du département 53;Mayenne;Pays de la Loire;184,2178206;572,7073365;1284
